experiment	row	column	absorbance	reading	name	type	cell_line	dosage	known_conc
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	3	5.3999999999999999E-2	1	10-1 control	unknown	c10.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	4	5.3999999999999999E-2	1	15-1 control	unknown	c15.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	4	5.3999999999999999E-2	1	15-1 0.625	unknown	c15.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	4	5.5E-2	1	15-1 1.25	unknown	c15.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	4	5.5E-2	1	15-1 2.5	unknown	c15.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	4	5.2999999999999999E-2	1	15-1 5	unknown	c15.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	4	6.3E-2	1	25-1 control	unknown	c25.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	4	6.5000000000000002E-2	1	26-1 control	unknown	c26.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	4	5.1999999999999998E-2	1	10-1 control	unknown	c10.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	5	5.7000000000000002E-2	1	2-1 control	unknown	c2.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	5	5.5E-2	1	2-1 0.625	unknown	c2.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	5	0.06	1	2-1 1.25	unknown	c2.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	5	6.3E-2	1	2-1 2.5	unknown	c2.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	5	7.6999999999999999E-2	1	2-1 5	unknown	c2.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	5	6.5000000000000002E-2	1	25-1 0.625	unknown	c25.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	5	6.3E-2	1	26-1 0.625	unknown	c26.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	5	5.2999999999999999E-2	1	10-1 0.625	unknown	c10.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	6	5.7000000000000002E-2	1	2-1 control	unknown	c2.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	6	5.8000000000000003E-2	1	2-1 0.625	unknown	c2.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	6	6.3E-2	1	2-1 1.25	unknown	c2.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	6	6.4000000000000001E-2	1	2-1 2.5	unknown	c2.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	6	7.4999999999999997E-2	1	2-1 5	unknown	c2.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	6	6.4000000000000001E-2	1	25-1 0.625	unknown	c25.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	6	6.3E-2	1	26-1 0.625	unknown	c26.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	6	5.1999999999999998E-2	1	10-1 0.625	unknown	c10.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	7	5.2999999999999999E-2	1	48-1 control	unknown	c48.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	7	5.7000000000000002E-2	1	48-1 0.625	unknown	c48.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	7	6.0999999999999999E-2	1	48-1 1.25	unknown	c48.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	7	6.4000000000000001E-2	1	48-1 2.5	unknown	c48.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	7	6.6000000000000003E-2	1	48-1 5	unknown	c48.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	7	0.1	1	25-1 1.25	unknown	c25.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	7	7.4999999999999997E-2	1	26-1 1.25	unknown	c26.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	7	5.6000000000000001E-2	1	10-1 1.25	unknown	c10.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	8	5.5E-2	1	48-1 control	unknown	c48.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	8	5.7000000000000002E-2	1	48-1 0.625	unknown	c48.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	8	6.3E-2	1	48-1 1.25	unknown	c48.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	8	6.3E-2	1	48-1 2.5	unknown	c48.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	8	6.3E-2	1	48-1 5	unknown	c48.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	8	9.7000000000000003E-2	1	25-1 1.25	unknown	c25.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	8	7.9000000000000001E-2	1	26-1 1.25	unknown	c26.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	8	5.5E-2	1	10-1 1.25	unknown	c10.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	9	5.8000000000000003E-2	1	58-1 control	unknown	c58.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	9	5.8999999999999997E-2	1	58-1 0.625	unknown	c58.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	9	9.1999999999999998E-2	1	58-1 1.25	unknown	c58.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	9	9.4E-2	1	58-1 2.5	unknown	c58.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	9	8.8999999999999996E-2	1	58-1 5	unknown	c58.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	9	7.1999999999999995E-2	1	25-1 2.5	unknown	c25.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	9	9.0999999999999998E-2	1	26-1 2.5	unknown	c26.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	9	5.8999999999999997E-2	1	10-1 2.5	unknown	c10.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	10	6.6000000000000003E-2	1	58-1 control	unknown	c58.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	10	6.2E-2	1	58-1 0.625	unknown	c58.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	10	9.0999999999999998E-2	1	58-1 1.25	unknown	c58.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	10	8.6999999999999994E-2	1	58-1 2.5	unknown	c58.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	10	9.4E-2	1	58-1 5	unknown	c58.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	10	7.4999999999999997E-2	1	25-1 2.5	unknown	c25.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	10	9.0999999999999998E-2	1	26-1 2.5	unknown	c26.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	10	5.8000000000000003E-2	1	10-1 2.5	unknown	c10.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	11	7.1999999999999995E-2	1	12-1 control	unknown	c12.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	11	7.2999999999999995E-2	1	12-1 0.625	unknown	c12.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	11	8.5000000000000006E-2	1	12-1 1.25	unknown	c12.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	11	9.5000000000000001E-2	1	12-1 2.5	unknown	c12.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	11	7.2999999999999995E-2	1	12-1 5	unknown	c12.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	11	0.113	1	25-1 5	unknown	c25.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	11	0.12	1	26-1 5	unknown	c26.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	11	0.06	1	10-1 5	unknown	c10.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	12	6.6000000000000003E-2	1	12-1 control	unknown	c12.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	12	6.9000000000000006E-2	1	12-1 0.625	unknown	c12.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	12	7.9000000000000001E-2	1	12-1 1.25	unknown	c12.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	12	8.5000000000000006E-2	1	12-1 2.5	unknown	c12.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	12	6.7000000000000004E-2	1	12-1 5	unknown	c12.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	12	9.4E-2	1	25-1 5	unknown	c25.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	12	0.10199999999999999	1	26-1 5	unknown	c26.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	12	5.3999999999999999E-2	1	10-1 5	unknown	c10.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	1	0.46400000000000002	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	1	0.218	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	1	7.2999999999999995E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	1	5.7000000000000002E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	1	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	1	4.8000000000000001E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	1	4.4999999999999998E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	1	0.05	2	water	control	cNA	NA	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	2	0.44500000000000001	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	2	0.21	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	2	7.2999999999999995E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	2	5.5E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	2	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	2	4.8000000000000001E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	2	4.5999999999999999E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	2	5.0999999999999997E-2	2	water	control	cNA	NA	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	3	0.06	2	15-1 control	unknown	c15.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	3	6.0999999999999999E-2	2	15-1 0.625	unknown	c15.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	3	5.2999999999999999E-2	2	15-1 1.25	unknown	c15.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	3	5.6000000000000001E-2	2	15-1 2.5	unknown	c15.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	3	5.5E-2	2	15-1 5	unknown	c15.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	3	6.2E-2	2	25-1 control	unknown	c25.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	3	6.7000000000000004E-2	2	26-1 control	unknown	c26.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	3	5.3999999999999999E-2	2	10-1 control	unknown	c10.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	4	5.3999999999999999E-2	2	15-1 control	unknown	c15.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	4	5.2999999999999999E-2	2	15-1 0.625	unknown	c15.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	4	5.5E-2	2	15-1 1.25	unknown	c15.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	4	5.5E-2	2	15-1 2.5	unknown	c15.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	4	5.2999999999999999E-2	2	15-1 5	unknown	c15.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	4	6.2E-2	2	25-1 control	unknown	c25.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	4	6.5000000000000002E-2	2	26-1 control	unknown	c26.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	4	5.0999999999999997E-2	2	10-1 control	unknown	c10.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	5	5.6000000000000001E-2	2	2-1 control	unknown	c2.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	5	5.5E-2	2	2-1 0.625	unknown	c2.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	5	5.8999999999999997E-2	2	2-1 1.25	unknown	c2.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	5	6.3E-2	2	2-1 2.5	unknown	c2.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	5	7.5999999999999998E-2	2	2-1 5	unknown	c2.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	5	6.5000000000000002E-2	2	25-1 0.625	unknown	c25.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	5	6.3E-2	2	26-1 0.625	unknown	c26.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	5	5.5E-2	2	10-1 0.625	unknown	c10.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	6	5.6000000000000001E-2	2	2-1 control	unknown	c2.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	6	5.5E-2	2	2-1 0.625	unknown	c2.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	6	6.2E-2	2	2-1 1.25	unknown	c2.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	6	6.3E-2	2	2-1 2.5	unknown	c2.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	6	7.3999999999999996E-2	2	2-1 5	unknown	c2.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	6	6.3E-2	2	25-1 0.625	unknown	c25.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	6	6.3E-2	2	26-1 0.625	unknown	c26.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	6	5.1999999999999998E-2	2	10-1 0.625	unknown	c10.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	7	5.2999999999999999E-2	2	48-1 control	unknown	c48.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	7	5.3999999999999999E-2	2	48-1 0.625	unknown	c48.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	7	6.0999999999999999E-2	2	48-1 1.25	unknown	c48.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	7	6.3E-2	2	48-1 2.5	unknown	c48.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	7	6.2E-2	2	48-1 5	unknown	c48.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	7	9.9000000000000005E-2	2	25-1 1.25	unknown	c25.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	7	7.4999999999999997E-2	2	26-1 1.25	unknown	c26.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	7	5.5E-2	2	10-1 1.25	unknown	c10.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	8	5.5E-2	2	48-1 control	unknown	c48.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	8	5.5E-2	2	48-1 0.625	unknown	c48.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	8	6.3E-2	2	48-1 1.25	unknown	c48.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	8	6.8000000000000005E-2	2	48-1 2.5	unknown	c48.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	8	6.3E-2	2	48-1 5	unknown	c48.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	8	9.7000000000000003E-2	2	25-1 1.25	unknown	c25.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	8	7.9000000000000001E-2	2	26-1 1.25	unknown	c26.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	8	5.5E-2	2	10-1 1.25	unknown	c10.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	9	5.8000000000000003E-2	2	58-1 control	unknown	c58.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	9	5.8999999999999997E-2	2	58-1 0.625	unknown	c58.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	9	9.0999999999999998E-2	2	58-1 1.25	unknown	c58.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	9	8.3000000000000004E-2	2	58-1 2.5	unknown	c58.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	9	8.7999999999999995E-2	2	58-1 5	unknown	c58.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	9	7.1999999999999995E-2	2	25-1 2.5	unknown	c25.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	9	9.0999999999999998E-2	2	26-1 2.5	unknown	c26.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	9	5.8999999999999997E-2	2	10-1 2.5	unknown	c10.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	10	5.7000000000000002E-2	2	58-1 control	unknown	c58.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	10	6.2E-2	2	58-1 0.625	unknown	c58.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	10	9.0999999999999998E-2	2	58-1 1.25	unknown	c58.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	10	8.5999999999999993E-2	2	58-1 2.5	unknown	c58.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	10	9.4E-2	2	58-1 5	unknown	c58.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	10	7.4999999999999997E-2	2	25-1 2.5	unknown	c25.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	10	9.0999999999999998E-2	2	26-1 2.5	unknown	c26.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	10	5.8000000000000003E-2	2	10-1 2.5	unknown	c10.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	11	7.0000000000000007E-2	2	12-1 control	unknown	c12.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	11	7.2999999999999995E-2	2	12-1 0.625	unknown	c12.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	11	8.5000000000000006E-2	2	12-1 1.25	unknown	c12.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	11	9.4E-2	2	12-1 2.5	unknown	c12.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	11	7.1999999999999995E-2	2	12-1 5	unknown	c12.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	11	0.113	2	25-1 5	unknown	c25.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	11	0.12	2	26-1 5	unknown	c26.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	11	0.06	2	10-1 5	unknown	c10.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	A	12	6.6000000000000003E-2	2	12-1 control	unknown	c12.1	C	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	B	12	6.8000000000000005E-2	2	12-1 0.625	unknown	c12.1	0.625	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	C	12	7.9000000000000001E-2	2	12-1 1.25	unknown	c12.1	1.25	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	D	12	8.5000000000000006E-2	2	12-1 2.5	unknown	c12.1	2.5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	E	12	6.7000000000000004E-2	2	12-1 5	unknown	c12.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	F	12	9.4E-2	2	25-1 5	unknown	c25.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	G	12	0.1	2	26-1 5	unknown	c26.1	5	NA
cTnI_ELISA_8-12-15.xlsx.sheet.2	H	12	5.3999999999999999E-2	2	10-1 5	unknown	c10.1	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	1	0.64200000000000002	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	1	0.26500000000000001	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	1	0.08	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	1	5.6000000000000001E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	1	0.05	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	1	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	1	5.0999999999999997E-2	1	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	1	4.5999999999999999E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	2	0.55700000000000005	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	2	0.25	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	2	8.3000000000000004E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	2	5.5E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	2	4.9000000000000002E-2	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	2	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	2	5.0999999999999997E-2	1	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	2	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	3	5.5E-2	1	17-2 control	unknown	c17.2	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	3	5.5E-2	1	17-2 0.625	unknown	c17.2	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	3	5.8999999999999997E-2	1	17-2 1.25	unknown	c17.2	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	3	5.8999999999999997E-2	1	17-2 2.5	unknown	c17.2	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	3	6.0999999999999999E-2	1	17-2 5	unknown	c17.2	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	3	6.3E-2	1	22 control	unknown	c22	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	3	5.5E-2	1	62 control	unknown	c62	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	3	5.1999999999999998E-2	1	57 control	unknown	c57	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	4	5.6000000000000001E-2	1	17-2 control	unknown	c17.2	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	4	5.6000000000000001E-2	1	17-2 0.625	unknown	c17.2	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	4	5.8000000000000003E-2	1	17-2 1.25	unknown	c17.2	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	4	5.7000000000000002E-2	1	17-2 2.5	unknown	c17.2	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	4	0.06	1	17-2 5	unknown	c17.2	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	4	5.5E-2	1	22 control	unknown	c22	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	4	5.5E-2	1	62 control	unknown	c62	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	4	5.1999999999999998E-2	1	57 control	unknown	c57	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	5	5.0999999999999997E-2	1	27 control	unknown	c27	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	5	5.0999999999999997E-2	1	27 0.625	unknown	c27	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	5	5.7000000000000002E-2	1	27 1.25	unknown	c27	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	5	5.8000000000000003E-2	1	27 2.5	unknown	c27	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	5	6.2E-2	1	27 5	unknown	c27	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	5	5.7000000000000002E-2	1	22 0.625	unknown	c22	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	5	5.6000000000000001E-2	1	62 0.625	unknown	c62	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	H	5	5.2999999999999999E-2	1	57 0.625	unknown	c57	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	A	6	5.1999999999999998E-2	1	27 control	unknown	c27	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	B	6	5.2999999999999999E-2	1	27 0.625	unknown	c27	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	C	6	5.8999999999999997E-2	1	27 1.25	unknown	c27	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	D	6	5.8000000000000003E-2	1	27 2.5	unknown	c27	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	E	6	5.8000000000000003E-2	1	27 5	unknown	c27	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	F	6	5.6000000000000001E-2	1	22 0.625	unknown	c22	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.1	G	6	5.5E-2	1	62 0.625	unknown	c62	0.625	NA
